id,date,time,year,pair,direction,outcome,profit,r,lots,slPips,entry,stopLoss,takeProfit,exitPrice,mambaDecision,mambaR,setup,checklist,source,row,lesson,review
"166","2025-11-03","21:33:00","2025","NAS100","","win","1.31","0","","99.12","26068.52","25969.4","26110.45、26155.77","","","","","V","2025 TradingNote","36","沒動能，砍掉後有到TP1跟TP2, 後來發現是美股換季",""
"165","2025-11-03","21:35:00","2025","DJ30","","loss","-1.01","0","","102.03","47611.01","47508.98","47698.27、47737.03","","","","","","2025 TradingNote","35","支撐壓力畫錯，沒動能，主動砍掉的，因為沒動能又要22點了, 後來發現是美股換季",""
"167","2025-11-04","22:32:00","2025","DJ30","","loss","-12.8","-1","0.2756","46.44","47009.56","47056","46920.56、46875.46","","","","","V","2025 TradingNote","37","23點 JOLTs 新聞, Maybe 需要增加一條Rule, 沒畫到最近的支撐，所以曼巴賺錢我虧",""
"168","2025-11-04","22:34:00","2025","NAS100","","loss","-12.09","-1","0.348","34.74","25594.2","25628.94","25432.4","","","","","V","2025 TradingNote","38","23點 JOLTs 新聞, Maybe 需要增加一條Rule",""
"170","2025-11-05","22:36:00","2025","NAS100","","loss","-8.74","-1","0.3121","28","25405.31","25433.31","25327.96、25266.46","","","","","V","2025 TradingNote","40","",""
"169","2025-11-05","22:41:00","2025","DJ30","","loss","-12.4","-1","0.3814","32.51","47123.61","47156.12","47082.83、47021.97","","","","","V","2025 TradingNote","39","",""
"172","2025-11-06","22:32:00","2025","DJ30","","loss","-15.6","-1","0.1907","81.81","47399.84","47318.03","47483.25、47585.27","","","","","V","2025 TradingNote","42","曼巴直接做空，不做突破，不知道為啥。(可能因為15min EMA碰到跟剛好支撐壓力位置)",""
"171","2025-11-06","22:36:00","2025","NAS100","","loss","-5.49","-1","0.5325","10.31","25548.74","25559.05","25504.59、25454.09","","","","","V","2025 TradingNote","41","",""
"173","2025-11-06","22:41:00","2025","NAS100","","win","2.31","0.5","0.4481","10.31","25548.74","25559.05","25504.59、25454.09","","","","","V","2025 TradingNote","43","",""
"174","2025-11-06","22:50:00","2025","DJ30","","win","5.1","0.5","0.3089","33.02","47250.75","47283.77","47150.85、47012.99","","","","","V","2025 TradingNote","44","",""
"175","2025-11-06","22:50:00","2025","DJ30","","win","14.1","1.5","0.2847","33.02","47250.75","47283.77","47150.85、47012.99","","","","","V","2025 TradingNote","45","",""
"177","2025-11-07","22:31:00","2025","DJ30","","win","1.5","0","","26.44","46778.77","46805.21","46710.87、46600.11","","","","","V","2025 TradingNote","47","",""
"176","2025-11-07","22:35:00","2025","NAS100","","win","4.28","1.5","0.0899","31.73","24973.38","25005.11","24927.6、24828.76","","","","","V","2025 TradingNote","46","",""
"178","2025-11-10","22:31:00","2025","DJ30","","win","6.4","0.5","0.3234","39.58","47279.17","47239.59","47343.91、47421.54","","","","","V","2025 TradingNote","48","Using Mamba TP，因為上個結構點太遠",""
"179","2025-11-10","22:33:00","2025","NAS100","","win","2.41","0.5","0.238","20.25","25516.2","25495.95","25553.82、25659.99","","","","","V","2025 TradingNote","49","",""
"180","2025-11-11","22:37:00","2025","NAS100","","loss","-6.64","-1","0","230025.94","255575.66","25549.72","","","","","","V","2025 TradingNote","50","還沒設TP就被打掉，沒動能，後來發現Major banks in the U.S are closed,  https://www.forexfactory.com/#detail=140507",""
"181","2025-11-14","22:33:00","2025","DJ30","","win","12.4","1.5","0.1654","49.98","46984.44","47034.42","46896.87、46697.56","","","","","","2025 TradingNote","51","",""
"182","2025-11-14","22:37:00","2025","NAS100","","win","8.12","1.5","0.1515","35.74","24738.37","24702.63","24873.08","","","","","","2025 TradingNote","52","",""
"183","2025-11-17","22:31:00","2025","DJ30","","loss","-13","-1","0.2174","59.8","47066.56","47126.36","46940.36","","","","","V","2025 TradingNote","64","跟隨曼巴第一天YA",""
"184","2025-11-17","22:35:00","2025","NAS100","","win","23","1.5","0.4795","31.98","25049.37","25017.39","25099.11、25161.81","","","","","V","2025 TradingNote","65","",""
"185","2025-11-17","22:35:00","2025","DJ30","","win","6","0.5","5.6872","2.11","47124.25","47126.36","47223.74、47285.19","","","","","V","2025 TradingNote","66","",""
"1","2026-01-05","22:30:47","2026","DJ30","","win","177.66","3.159860558","1.4","40.16","48595.55","48555.39","48712.97","48712.97","","","","","Import: tradingnote-2026-08-07.csv","2","","5 R&R收手"
"2","2026-01-06","22:31:00","2026","NAS100","","loss","-48.02","-1","1.4","34.3","25502.05","25467.75","","","","","","V","TradingNote","6","",""
"3","2026-01-06","22:32:00","2026","DJ30","","loss","-49.14","-1","1.4","35.1","49028.55","48993.45","","","","","","V","TradingNote","7","",""
"4","2026-01-06","22:36:00","2026","NAS100","","loss","-43.82","-1","1.4","31.3","25490.8","25459.5","","","","","","V","TradingNote","8","沒有照著ATR，這禮拜算是習慣新策略",""
"5","2026-01-06","22:40:00","2026","DJ30","","loss","-28.63","-1","1.4","20.45","49082.55","49062.1","","","","","","","TradingNote","9","原本TP1該BE，但沒BE就把打掉",""
"6","2026-01-06","22:44:00","2026","NAS100","","win","38.08","1","1.4","27.2","25500.3","25527.5","","0","","","","","Import: tradingnote-2026-08-07.csv","7","","沒有照著ATR，這禮拜算是習慣新策略"
"7","2026-01-06","22:49:00","2026","DJ30","","loss","-64.52","-0.9996901147","1.4","46.1","49083.55","49037.45","","","","","","","Import: tradingnote-2026-08-07.csv","8","","Over Trade，一天最多4筆，這禮拜算是習慣新策略"
"8","2026-01-07","22:32:00","2026","DJ30","","loss","-16.94","-0.5761904762","1.4","21","49543.45","49564.45","","","","","","","Import: tradingnote-2026-08-07.csv","9","",""
"9","2026-01-07","22:37:00","2026","DJ30","","win","4.06","0.1380952381","1.4","21","49545.45","49524.45","49542.55","49542.55","","","","","Import: tradingnote-2026-08-07.csv","10","",""
"10","2026-01-07","22:39:00","2026","NAS100","","win","34.93","1.663333333","1.4","15","25669.4","25684.4","25694.35","25694.35","","","","","Import: tradingnote-2026-08-07.csv","11","",""
"11","2026-01-08","22:31:00","2026","DJ30","","win","127.25","1.696666667","2.5","30","48919.55","48889.55","48970.45","48970.45","","","","","Import: tradingnote-2026-08-07.csv","12","",""
"12","2026-01-12","22:30:47","2026","DJ30","","win","272.17","3.202","3.4","25","49191.79","49216.79","49110.9","49110.9","","","","","Import: tradingnote-2026-08-07.csv","13","","還是直接Close比較能夠冷靜"
"13","2026-01-13","22:39:00","2026","NAS100","","win","45.09","0.668","2.7","25","25867.36","25842.36","25884.06","25884.06","","","","","Import: tradingnote-2026-08-07.csv","14","","還是直接Close比較能夠冷靜"
"14","2026-01-14","22:30:00","2026","DJ30","","loss","-117.26","-1","2.6","45.1","49208.08","49162.98","","","","","","V","TradingNote","21","原本可以賺錢，但因為下的手數不是0.5倍數所以一直被卡，
而且MAX虧損70，沒有及時砍單，以後要直接設定SL。
因為今天FTMO沒有設定好SL，爆倉了。",""
"15","2026-01-14","22:32:00","2026","DJ30","","loss","-105.21","-1","2.1","50.1","49174.08","49123.98","","","","","","V","TradingNote","22","MAX虧損70，沒有及時砍單，以後要直接設定SL，但至少沒有任何想凹單的想法",""
"16","2026-01-14","22:33:00","2026","DJ30","","loss","-84.21","-1","2.1","40.1","49140.08","49099.98","","","","","","V","TradingNote","23","MAX虧損70，沒有及時砍單，以後要直接設定SL，但至少沒有任何想凹單的想法",""
"17","2026-01-14","22:35:00","2026","DJ30","","win","115.29","2.196","2.1","30","49160.08","49135.08","49214.98","49214.98","","","","","Import: tradingnote-2026-08-07.csv","18","",""
"22","2026-01-15","22:30:00","2026","DJ30","","be","0","0","","49320.08","49320.08","","","","","","","V","TradingNote","29","",""
"21","2026-01-15","22:32:00","2026","DJ30","","loss","-68.17","-1.0025","1.7","40","49332.08","49292.08","","","","","","","Import: tradingnote-2026-08-07.csv","20","",""
"19","2026-01-15","22:33:00","2026","DJ30","","win","67.83","0.9975","1.7","40","49333.08","49293.08","49372.98","49372.98","","","","","Import: tradingnote-2026-08-07.csv","21","",""
"20","2026-01-15","22:35:00","2026","NAS100","","loss","-71.12","-0.8620606061","3.3","25","25727.51","25752.51","","","","","","","Import: tradingnote-2026-08-07.csv","22","",""
"18","2026-01-15","22:37:00","2026","NAS100","","be","0","0","","25725.26","25725.26","","","","","","","V","TradingNote","25","",""
"23","2026-01-20","22:30:00","2026","DJ30","","win","130.8","1.868571429","2","35","48734.05","48699.05","48799.45","48799.45","","","","","Import: tradingnote-2026-08-07.csv","24","","還是忘記BE要設定正的"
"24","2026-01-21","22:31:00","2026","DJ30","","win","0.66","0","1.2","60","48706.96","","48707.51","48707.51","","","","","Import: tradingnote-2026-08-07.csv","25","","川普剛講話，市場非常沒有流動性，而且atr異常的大，今天交易很有風險，所以BE"
"28","2026-01-22","22:30:00","2026","NAS100","","loss","-82.43","-1.000060661","3.5","20","25561.27","25584.82","","","","","","","Import: tradingnote-2026-08-07.csv","26","",""
"27","2026-01-22","22:32:00","2026","NAS100","","loss","-72.77","-1.000068714","3.3","20","25547.77","25569.82","","","","","","","Import: tradingnote-2026-08-07.csv","27","",""
"26","2026-01-22","22:35:00","2026","NAS100","","loss","-31.52","-1.000158655","3.3","20","25530.02","25539.57","","","","","","","Import: tradingnote-2026-08-07.csv","28","",""
"25","2026-01-22","22:43:00","2026","NAS100","","loss","-65.75","-1","2.5","25","25507.02","25533.32","","","","","","V","TradingNote","35","",""
"29","2026-01-26","22:33:00","2026","NAS100","","win","70.11","0.9225","3.8","20","25656.3","25636.3","25674.75","25674.75","","","","","Import: tradingnote-2026-08-07.csv","30","","等回撤，一天一單OK"
"30","2026-01-27","22:30:00","2026","NAS100","","loss","-116.5","-1","5","15","25850.56","25873.86","","","","","","V","TradingNote","44","開盤第二層布局，但來不及調SL，造成SL太大",""
"31","2026-01-27","22:35:00","2026","NAS100","","win","119.62","1.696737589","4.7","15","25843.56","25858.56","25818.11","25818.11","","","","","Import: tradingnote-2026-08-07.csv","32","","等回撤1MIN OK，因為NAS SELL，但DJ30往上漲，所以不要持倉太久"
"32","2026-01-28","22:33:00","2026","US30","","win","93.36","1.296666667","2.4","30","49089.61","49059.61","49128.51","49128.51","","","","","Import: tradingnote-2026-08-07.csv","33","","等回撤1MIN OK，因為NAS SELL，但DJ30往上漲，所以不要持倉太久"
"33","2026-01-29","22:34:00","2026","US30","","win","118.62","1.882857143","1.8","35","49165.61","49130.61","49231.51","49231.51","","","","","Import: tradingnote-2026-08-07.csv","34","","等回撤1MIN OK，因為NAS SELL，但DJ30往上漲，所以不要持倉太久"
"34","2026-02-02","22:33:00","2026","US30","","win","421.25","2.10625","5","40","48965.57","48925.57","49049.82","49049.82","","","","","Import: tradingnote-2026-08-07.csv","35","","等回撤，一天一單OK，雖然第一波爆發沒跟到，但少了一些風險，
等回徹一天一筆更適合我"
"35","2026-02-03","22:32:00","2026","US30","","win","352.98","1.680857143","6","35","49520.61","49485.61","49579.44","49579.44","","","","","Import: tradingnote-2026-08-07.csv","36","","錯過NAS100好的單，但沒關係市場一直都在，沒有追高，所以等機會做US30。"
"36","2026-02-04","22:33:00","2026","US30","","win","211.31","0.996745283","5.3","40","49531.59","49491.59","49571.46","49571.46","","","","","Import: tradingnote-2026-08-07.csv","37","","等回撤OK，進場後動的有點慢，所以TP1 BE後，看突破不了就砍單了"
"37","2026-02-05","22:32:00","2026","NAS100","","loss","-221.36","-1.079804878","4.1","50","24583.12","24633.12","24637.17","","","","","","Import: tradingnote-2026-08-07.csv","38","","一天一筆OK，發現ATR異常大，是否這樣的天都會造成Slow?"
"38","2026-02-09","22:33:00","2026","NAS100","","loss","-262.85","-1.251666667","7","30","24927.95","24957.95","","","","","","","Import: tradingnote-2026-08-07.csv","39","","來不及close，沒關係"
"39","2026-02-10","22:40:00","2026","NAS100","","win","265.6","1.328","8","25","25248.15","25273.15","25214.95","25214.95","","","","","Import: tradingnote-2026-08-07.csv","40","",""
"40","2026-02-11","22:34:00","2026","US30","","loss","-235.16","-1.152745098","5.1","40","50518.56","50478.56","","","","","","","Import: tradingnote-2026-08-07.csv","41","","Very slow day, 沒看尖尖的拒絕進場，因為以後會吞噬，但後面沒有。
算是看錯，但沒關係，有守紀律最重要。"
"41","2026-02-12","22:32:00","2026","US30","","win","181.08","1.006","6","30","50376.24","50346.24","50406.42","50406.42","","","","","Import: tradingnote-2026-08-07.csv","42","",""
"42","2026-02-17","22:31:00","2026","NAS100","","loss","-211","-0.9962228517","6","35.3","24647.05","24611.75","","","","","","","Import: tradingnote-2026-08-07.csv","43","","Mamba開盤直接上US30，我不應該等5min回撤，應該主攻1min，失誤了，
但沒關係沒有突破紀律"
"43","2026-02-18","22:37:00","2026","NAS100","","loss","-234.4","-1.172","8","25","24710.67","24735.67","","","","","","","Import: tradingnote-2026-08-07.csv","44","","FOMC，但Mamba有交易，所以我跟著交易。後來US30有跟著突破，應該跟FOMC沒關係"
"44","2026-02-19","22:34:00","2026","US30","","win","409","2.028769841","5.6","35","49452.45","49488.45","49379.25","49379.25","","","","","Import: tradingnote-2026-08-07.csv","45","",""
"45","2026-02-23","22:32:00","2026","NAS100","","win","197.55","0.878","9","25","24955.65","24930.65","24977.6","24977.6","","","","","Import: tradingnote-2026-08-07.csv","46","","涵碧樓網路延遲不然原本TP2，沒差，住得真爽。"
"47","2026-02-24","22:32:00","2026","DJ30","","win","334.5","1.6725","5","40","48964.51","48924.51","49031.41","49031.41","","","","","Import: tradingnote-2026-08-07.csv","47","","tp5，但沒等到"
"46","2026-02-24","22:35:00","2026","DJ30","","loss","-176.72","-0.918025974","5.5","35","48860.4","48825.4","","","","","","","Import: tradingnote-2026-08-07.csv","48","","太早進場 -> 要等1min快收盤才可以進場"
"48","2026-02-25","22:33:00","2026","DJ30","","loss","-212.59","-1.073686869","6.6","30","49363.36","49393.36","","","","","","","Import: tradingnote-2026-08-07.csv","49","",""
"49","2026-02-26","22:30:00","2026","NAS100","","win","314.55","1.7475","9","20","25292.16","25312.16","25257.21","25257.21","","","","","Import: tradingnote-2026-08-07.csv","50","",""
"50","2026-03-02","22:35:00","2026","DJ30","","win","26.55","0.1311111111","4.5","45","48558.55","48513.55","","0","","","","","Import: tradingnote-2026-08-07.csv","51","","開盤前atr也異常大，slow day"
"51","2026-03-02","22:39:00","2026","DJ30","","win","110","0.6111111111","4","50","48591.6","48546.6","48619.1","48619.1","","","","","Import: tradingnote-2026-08-07.csv","52","","開盤前atr也異常大，slow day"
"52","2026-03-03","22:32:00","2026","NAS100","","loss","-202","-1.01","5","40","24586.88","24546.88","","","","","","V","TradingNote","103","開盤前atr異常大，NAS來到40，slow day",""
"53","2026-03-04","22:34:00","2026","DJ30","","win","181","0.9141414141","3.3","60","48561.43","48621.43","","0","","","","","Import: tradingnote-2026-08-07.csv","54","","開盤前ATR異常大，所以Be careful。 觀察速度，很容易反轉!!!"
"54","2026-03-05","22:32:00","2026","NAS100","","win","122","0.6777777778","6","30","25052.03","25022.03","25072.48","25072.48","","","","","Import: tradingnote-2026-08-07.csv","55","","ATR大，這周戰爭影響都Slow move..."
"55","2026-03-09","21:31:00","2026","DJ30","","loss","-206","-0.980952381","3.5","60","47109.55","47049.55","","","","","","","Import: tradingnote-2026-08-07.csv","56","","FTMO 20W 開始的第一天. ATR very big, slow..............."
"57","2026-03-10","21:31:00","2026","DJ30","","be","0","0","4","60","47752.55","47692.55","","","","","","V","TradingNote","111","ATR very big, slow............... , BE",""
"56","2026-03-10","21:43:00","2026","NAS100","","loss","-213","-1.049261084","5.8","35","24969.31","25004.31","","","","","","","Import: tradingnote-2026-08-07.csv","58","","ATR very big, slow............... "
"58","2026-03-11","21:37:00","2026","DJ30","","loss","-150","-0.7142857143","3.5","60","47621.45","47681.45","","","","","","","Import: tradingnote-2026-08-07.csv","59","","回撤顏色跟PUSH方向不對就進場"
"59","2026-03-11","21:44:00","2026","DJ30","","win","160.89","0.7414285714","3.1","70","47532.45","47602.45","","0","","","","","Import: tradingnote-2026-08-07.csv","60","",""
"60","2026-03-16","21:31:00","2026","DJ30","","loss","-208","-0.9285714286","5.6","40","46990.58","46950.58","","","","","","","Import: tradingnote-2026-08-07.csv","61","","要等""突破後""的回撤，但我這沒有突破的，只看到回徹而已"
"61","2026-03-16","21:33:00","2026","NAS100","","be","0","0","9","20","24710.95","24690.95","","","","","","V","TradingNote","121","",""
"62","2026-03-16","21:41:00","2026","NAS100","","win","333.2","1.568","8.5","25","24697.45","24672.45","24736.65","24736.65","","","","","Import: tradingnote-2026-08-07.csv","63","",""
"63","2026-03-18","21:46:00","2026","DJ30","","loss","-205.12","-1.068333333","3.2","60","46904.56","46844.56","","","","","","","Import: tradingnote-2026-08-07.csv","64","","No Value..."
"64","2026-03-18","22:05:00","2026","DJ30","","loss","-207.48","-1.058571429","2.8","70","46771.46","46841.46","","","","","","","Import: tradingnote-2026-08-07.csv","65","","打掉我馬上反轉.......................................................:)"
"65","2026-03-19","21:43:00","2026","NAS100","","win","313.94","1.585555556","4.4","45","24237.45","24192.45","24308.8","24308.8","","","","","Import: tradingnote-2026-08-07.csv","66","",""
"66","2026-03-23","21:42:00","2026","NAS100","","win","91.21","0.2919654289","4.4","71","24343.5","24272.5","24374.95","24374.95","","","","","Import: tradingnote-2026-08-07.csv","67","","atr超爆大，DJ30就142....了"
"67","2026-03-24","21:35:00","2026","DJ30","","loss","-210.3","-1.078461538","3","65","45945.55","45880.55","","","","","","","Import: tradingnote-2026-08-07.csv","68","","突破Candle走不到0.6 ATR，是否動能不足"
"68","2026-03-24","21:51:00","2026","NAS100","","loss","-239.94","-1.116","4.3","50","23971.51","24021.51","","","","","","","Import: tradingnote-2026-08-07.csv","69","","突破Candle走不到0.6 ATR，是否動能不足"
"70","2026-03-25","21:35:00","2026","NAS100","","win","19.38","0.228","3.4","25","24207.81","24232.81","24202.11","24202.11","","","","","Import: tradingnote-2026-08-07.csv","70","",""
"69","2026-03-25","21:51:00","2026","DJ30","","loss","-141.02","-0.8546666667","2.2","75","46726.57","46651.57","","","","","","","Import: tradingnote-2026-08-07.csv","71","","到達LOST 5%，縮小一半手數"
"71","2026-03-26","21:42:00","2026","DJ30","","win","233.7","1.9475","3","40","46228.55","46188.55","46306.45","46306.45","","","","","Import: tradingnote-2026-08-07.csv","72","","ATR小，回徹噴的成功率比較大?"
"72","2026-03-30","21:41:00","2026","DJ30","","win","239.7","1.775555556","3","45","45489.45","45534.45","45409.55","45409.55","","","","","Import: tradingnote-2026-08-07.csv","73","","ATR small"
"74","2026-03-31","21:32:00","2026","DJ30","","be","0","0","2.1","70","45623.46","","","","","","","V","TradingNote","147","ATR big，用單點突破 ok",""
"73","2026-03-31","21:34:00","2026","NAS100","","loss","-135.72","-0.87","3.9","40","23291.7","23331.7","","","","","","V","TradingNote","146","ATR big，用單點突破 ok",""
"75","2026-03-31","21:46:00","2026","NAS100","","win","271.95","1.9425","3.5","40","23313.7","23273.7","23391.4","23391.4","","","","","Import: tradingnote-2026-08-07.csv","76","","ATR big，用單點突破 ok"
"76","2026-04-01","21:39:00","2026","NAS100","","loss","-152.79","-1.543333333","3.3","30","24030.45","24000.45","","","","","","","Import: tradingnote-2026-08-07.csv","77","","ATR big，沒找乾淨的support，要確認沒被""滿足過""的區域，支撐轉壓力1次而已"
"77","2026-04-02","21:37:00","2026","NAS100","","win","234.37","1.698333333","4.6","30","23577.35","23607.35","23526.4","23526.4","","","","","Import: tradingnote-2026-08-07.csv","78","","atr small 回撤。Mamba沒進場，但我卻賺錢gd"
"78","2026-04-06","21:32:00","2026","NAS100","","loss","-150.85","-1.0775","7","20","24195.7","24175.7","","","","","","","Import: tradingnote-2026-08-07.csv","79","","使用單突破+支撐SL第一天"
"79","2026-04-06","21:36:00","2026","NAS100","","loss","-158.9","-1.135","7","20","24103.5","24123.5","","","","","","","Import: tradingnote-2026-08-07.csv","80","",""
"80","2026-04-06","21:43:00","2026","NAS100","","win","273.7","1.955","7","20","24187.45","24167.45","24226.55","24226.55","","","","","Import: tradingnote-2026-08-07.csv","81","",""
"81","2026-04-07","21:32:00","2026","US30","","win","1427.04","2.3784","24","25","46512.68","46537.68","46453.22","46453.22","","","","","Import: tradingnote-2026-08-07.csv","82","","更改FTMO host"
"82","2026-04-08","21:30:00","2026","US30","","win","1415","2.358333333","24","25","47936.62","47911.62","47995.58","47995.58","","","","","Import: tradingnote-2026-08-07.csv","83","",""
"83","2026-04-09","21:31:00","2026","US30","","loss","-841.2","-1.402","30","20","47711.98","47691.98","","","","","","","Import: tradingnote-2026-08-07.csv","84","",""
"84","2026-04-09","21:36:00","2026","US30","","loss","-871.2","-1.452","30","20","47781.52","47761.52","","","","","","","Import: tradingnote-2026-08-07.csv","85","",""
"85","2026-04-09","21:40:00","2026","US30","","loss","-792.96","-1.3216","24","25","47805.02","47780.02","","","","","","","Import: tradingnote-2026-08-07.csv","86","",""
"86","2026-04-14","21:35:00","2026","NAS100","","loss","-927.6","-1.546","60","10","25579.58","25569.58","","","","","","","Import: tradingnote-2026-08-07.csv","87","","看錯symbol，看成vantage symbols"
"87","2026-04-14","22:09:00","2026","US30","","loss","-666.4","-1.110666667","40","15","48461.68","48446.68","","","","","","","Import: tradingnote-2026-08-07.csv","88","",""
"88","2026-04-15","21:33:00","2026","US30","","loss","-1190.4","-1.984","40","15","48579.12","48594.12","","","","","","","Import: tradingnote-2026-08-07.csv","89","",""
"89","2026-04-15","21:44:00","2026","US30","","win","1269.5","2.115833333","40","15","48538.62","48553.62","48506.88","48506.88","","","","","Import: tradingnote-2026-08-07.csv","90","",""
"90","2026-04-16","21:31:00","2026","DJ30","","win","929.46","4.426","21","10","48639.58","48629.58","48683.84","48683.84","","","","","Import: tradingnote-2026-08-07.csv","91","",""
"91","2026-04-21","21:31:00","2026","DJ30","","loss","-869.19","-4.139","21","10","49674.83","49684.83","","","","","","","Import: tradingnote-2026-08-07.csv","92","","來不及Close，剛好一買就買到最低點，然後馬上反彈"
"92","2026-04-21","21:46:00","2026","DJ30","","win","47.46","0.226","21","10","49833.57","49823.57","49835.83","49835.83","","","","","Import: tradingnote-2026-08-07.csv","93","",""
"93","2026-04-21","21:57:00","2026","NAS100","","win","467.46","2.226","21","10","26699.21","26689.21","26721.47","26721.47","","","","","Import: tradingnote-2026-08-07.csv","94","",""
"94","2026-04-22","21:59:00","2026","DJ30","","win","6","0.02857142857","14","15","49620.8","49605.8","","0","","","","","Import: tradingnote-2026-08-07.csv","95","",""
"95","2026-04-27","21:30:00","2026","DJ30","","win","692.3","3.296666667","14","15","48264.78","48249.78","49314.23","49314.23","","","","","Import: tradingnote-2026-08-07.csv","96","",""
"96","2026-04-28","21:41:00","2026","NAS100","","win","619.71","2.951","21","10","27093.1","27083.1","27122.61","27122.61","","","","","Import: tradingnote-2026-08-07.csv","97","",""
"97","2026-04-29","21:30:00","2026","NAS100","","loss","-383","-1.823809524","21","10","27044.11","27054.11","","","","","","","Import: tradingnote-2026-08-07.csv","98","","來不及設BE，原本應該BE的。增加EA防止這種情況"
"98","2026-04-29","21:32:00","2026","DJ30","","loss","-77","-0.3666666667","14","15","49017.28","49032.28","","","","","","","Import: tradingnote-2026-08-07.csv","99","",""
"99","2026-04-29","21:50:00","2026","NAS100","","loss","-267.54","-1.274","21","10","27112.85","27102.85","","","","","","","Import: tradingnote-2026-08-07.csv","100","",""
"100","2026-05-05","21:34:00","2026","NAS100","","win","326.95","2.515","13","10","27930.2","27920.2","27955.35","27955.35","","","","","Import: tradingnote-2026-08-07.csv","101","",""
